eta,f,f_linha,f_duas_linhas
1.7990000000e+00,5.2894342263e-01,5.7447517707e-01,2.8300589577e-01
1.8000000000e+00,5.2951803930e-01,5.7475814554e-01,2.8293101797e-01
1.8010000000e+00,5.3009293889e-01,5.7504103909e-01,2.8285607869e-01
1.8020000000e+00,5.3066812135e-01,5.7532385767e-01,2.8278107796e-01
1.8030000000e+00,5.3124358659e-01,5.7560660122e-01,2.8270601580e-01
1.8040000000e+00,5.3181933453e-01,5.7588926968e-01,2.8263089221e-01
1.8050000000e+00,5.3239536510e-01,5.7617186299e-01,2.8255570723e-01
1.8060000000e+00,5.3297167823e-01,5.7645438108e-01,2.8248046087e-01
1.8070000000e+00,5.3354827384e-01,5.7673682389e-01,2.8240515315e-01
1.8080000000e+00,5.3412515185e-01,5.7701919136e-01,2.8232978410e-01
1.8090000000e+00,5.3470231219e-01,5.7730148344e-01,2.8225435372e-01
1.8100000000e+00,5.3527975479e-01,5.7758370005e-01,2.8217886205e-01
1.8110000000e+00,5.3585747957e-01,5.7786584114e-01,2.8210330910e-01
1.8120000000e+00,5.3643548645e-01,5.7814790665e-01,2.8202769489e-01
1.8130000000e+00,5.3701377536e-01,5.7842989651e-01,2.8195201944e-01
1.8140000000e+00,5.3759234622e-01,5.7871181067e-01,2.8187628277e-01
1.8150000000e+00,5.3817119895e-01,5.7899364906e-01,2.8180048491e-01
1.8160000000e+00,5.3875033349e-01,5.7927541162e-01,2.8172462588e-01
1.8170000000e+00,5.3932974975e-01,5.7955709829e-01,2.8164870568e-01
1.8180000000e+00,5.3990944766e-01,5.7983870901e-01,2.8157272436e-01
1.8190000000e+00,5.4048942714e-01,5.8012024372e-01,2.8149668192e-01
1.8200000000e+00,5.4106968812e-01,5.8040170235e-01,2.8142057838e-01
1.8210000000e+00,5.4165023052e-01,5.8068308485e-01,2.8134441378e-01
1.8220000000e+00,5.4223105427e-01,5.8096439116e-01,2.8126818812e-01
1.8230000000e+00,5.4281215928e-01,5.8124562121e-01,2.8119190144e-01
1.8240000000e+00,5.4339354548e-01,5.8152677494e-01,2.8111555375e-01
1.8250000000e+00,5.4397521280e-01,5.8180785230e-01,2.8103914507e-01
1.8260000000e+00,5.4455716116e-01,5.8208885321e-01,2.8096267543e-01
1.8270000000e+00,5.4513939049e-01,5.8236977763e-01,2.8088614484e-01
1.8280000000e+00,5.4572190069e-01,5.8265062548e-01,2.8080955333e-01
1.8290000000e+00,5.4630469171e-01,5.8293139671e-01,2.8073290092e-01
1.8300000000e+00,5.4688776346e-01,5.8321209126e-01,2.8065618764e-01
1.8310000000e+00,5.4747111587e-01,5.8349270907e-01,2.8057941350e-01
1.8320000000e+00,5.4805474885e-01,5.8377325007e-01,2.8050257852e-01
1.8330000000e+00,5.4863866234e-01,5.8405371420e-01,2.8042568273e-01
1.8340000000e+00,5.4922285626e-01,5.8433410141e-01,2.8034872616e-01
1.8350000000e+00,5.4980733052e-01,5.8461441164e-01,2.8027170881e-01
1.8360000000e+00,5.5039208505e-01,5.8489464481e-01,2.8019463072e-01
1.8370000000e+00,5.5097711978e-01,5.8517480088e-01,2.8011749191e-01
1.8380000000e+00,5.5156243463e-01,5.8545487977e-01,2.8004029240e-01
1.8390000000e+00,5.5214802952e-01,5.8573488144e-01,2.7996303222e-01
1.8400000000e+00,5.5273390437e-01,5.8601480582e-01,2.7988571137e-01
1.8410000000e+00,5.5332005910e-01,5.8629465284e-01,2.7980832990e-01
1.8420000000e+00,5.5390649365e-01,5.8657442246e-01,2.7973088782e-01
1.8430000000e+00,5.5449320792e-01,5.8685411460e-01,2.7965338515e-01
1.8440000000e+00,5.5508020185e-01,5.8713372921e-01,2.7957582193e-01
1.8450000000e+00,5.5566747535e-01,5.8741326622e-01,2.7949819816e-01
1.8460000000e+00,5.5625502836e-01,5.8769272558e-01,2.7942051388e-01
1.8470000000e+00,5.5684286078e-01,5.8797210723e-01,2.7934276910e-01
1.8480000000e+00,5.5743097255e-01,5.8825141110e-01,2.7926496386e-01
1.8490000000e+00,5.5801936358e-01,5.8853063714e-01,2.7918709817e-01
1.8500000000e+00,5.5860803379e-01,5.8880978528e-01,2.7910917206e-01
1.8510000000e+00,5.5919698312e-01,5.8908885546e-01,2.7903118555e-01
1.8520000000e+00,5.5978621148e-01,5.8936784763e-01,2.7895313867e-01
1.8530000000e+00,5.6037571879e-01,5.8964676172e-01,2.7887503144e-01
1.8540000000e+00,5.6096550498e-01,5.8992559767e-01,2.7879686388e-01
1.8550000000e+00,5.6155556996e-01,5.9020435543e-01,2.7871863602e-01
1.8560000000e+00,5.6214591366e-01,5.9048303492e-01,2.7864034789e-01
1.8570000000e+00,5.6273653600e-01,5.9076163610e-01,2.7856199950e-01
1.8580000000e+00,5.6332743691e-01,5.9104015890e-01,2.7848359088e-01
1.8590000000e+00,5.6391861629e-01,5.9131860326e-01,2.7840512206e-01
1.8600000000e+00,5.6451007409e-01,5.9159696913e-01,2.7832659306e-01
1.8610000000e+00,5.6510181021e-01,5.9187525643e-01,2.7824800390e-01
1.8620000000e+00,5.6569382457e-01,5.9215346512e-01,2.7816935461e-01
1.8630000000e+00,5.6628611711e-01,5.9243159512e-01,2.7809064522e-01
1.8640000000e+00,5.6687868774e-01,5.9270964639e-01,2.7801187575e-01
1.8650000000e+00,5.6747153638e-01,5.9298761885e-01,2.7793304622e-01
1.8660000000e+00,5.6806466295e-01,5.9326551246e-01,2.7785415667e-01
1.8670000000e+00,5.6865806738e-01,5.9354332714e-01,2.7777520710e-01
1.8680000000e+00,5.6925174958e-01,5.9382106285e-01,2.7769619756e-01
1.8690000000e+00,5.6984570948e-01,5.9409871952e-01,2.7761712807e-01
1.8700000000e+00,5.7043994699e-01,5.9437629709e-01,2.7753799864e-01
1.8710000000e+00,5.7103446204e-01,5.9465379550e-01,2.7745880931e-01
1.8720000000e+00,5.7162925455e-01,5.9493121469e-01,2.7737956011e-01
1.8730000000e+00,5.7222432445e-01,5.9520855460e-01,2.7730025105e-01
1.8740000000e+00,5.7281967164e-01,5.9548581517e-01,2.7722088217e-01
1.8750000000e+00,5.7341529605e-01,5.9576299634e-01,2.7714145348e-01
1.8760000000e+00,5.7401119760e-01,5.9604009806e-01,2.7706196503e-01
1.8770000000e+00,5.7460737622e-01,5.9631712025e-01,2.7698241682e-01
1.8780000000e+00,5.7520383182e-01,5.9659406287e-01,2.7690280890e-01
1.8790000000e+00,5.7580056432e-01,5.9687092585e-01,2.7682314128e-01
1.8800000000e+00,5.7639757364e-01,5.9714770913e-01,2.7674341398e-01
1.8810000000e+00,5.7699485971e-01,5.9742441266e-01,2.7666362705e-01
1.8820000000e+00,5.7759242244e-01,5.9770103637e-01,2.7658378050e-01
1.8830000000e+00,5.7819026176e-01,5.9797758020e-01,2.7650387436e-01
1.8840000000e+00,5.7878837758e-01,5.9825404410e-01,2.7642390866e-01
1.8850000000e+00,5.7938676982e-01,5.9853042800e-01,2.7634388343e-01
1.8860000000e+00,5.7998543840e-01,5.9880673184e-01,2.7626379868e-01
1.8870000000e+00,5.8058438326e-01,5.9908295557e-01,2.7618365446e-01
1.8880000000e+00,5.8118360429e-01,5.9935909913e-01,2.7610345078e-01
1.8890000000e+00,5.8178310143e-01,5.9963516246e-01,2.7602318767e-01
1.8900000000e+00,5.8238287459e-01,5.9991114549e-01,2.7594286516e-01
1.8910000000e+00,5.8298292369e-01,6.0018704817e-01,2.7586248328e-01
1.8920000000e+00,5.8358324866e-01,6.0046287043e-01,2.7578204205e-01
1.8930000000e+00,5.8418384940e-01,6.0073861223e-01,2.7570154151e-01
1.8940000000e+00,5.8478472585e-01,6.0101427350e-01,2.7562098167e-01
1.8950000000e+00,5.8538587792e-01,6.0128985417e-01,2.7554036258e-01
1.8960000000e+00,5.8598730554e-01,6.0156535420e-01,2.7545968424e-01
1.8970000000e+00,5.8658900861e-01,6.0184077352e-01,2.7537894671e-01
1.8980000000e+00,5.8719098706e-01,6.0211611208e-01,2.7529814999e-01
1.8990000000e+00,5.8779324080e-01,6.0239136980e-01,2.7521729412e-01
1.9000000000e+00,5.8839576977e-01,6.0266654665e-01,2.7513637913e-01
1.9010000000e+00,5.8899857387e-01,6.0294164254e-01,2.7505540505e-01
1.9020000000e+00,5.8960165303e-01,6.0321665744e-01,2.7497437190e-01
1.9030000000e+00,5.9020500716e-01,6.0349159127e-01,2.7489327972e-01
1.9040000000e+00,5.9080863618e-01,6.0376644398e-01,2.7481212852e-01
1.9050000000e+00,5.9141254002e-01,6.0404121550e-01,2.7473091835e-01
1.9060000000e+00,5.9201671859e-01,6.0431590579e-01,2.7464964922e-01
1.9070000000e+00,5.9262117180e-01,6.0459051478e-01,2.7456832117e-01
1.9080000000e+00,5.9322589959e-01,6.0486504242e-01,2.7448693423e-01
1.9090000000e+00,5.9383090186e-01,6.0513948863e-01,2.7440548842e-01
1.9100000000e+00,5.9443617854e-01,6.0541385337e-01,2.7432398378e-01
1.9110000000e+00,5.9504172954e-01,6.0568813658e-01,2.7424242033e-01
1.9120000000e+00,5.9564755478e-01,6.0596233819e-01,2.7416079811e-01
1.9130000000e+00,5.9625365419e-01,6.0623645816e-01,2.7407911713e-01
1.9140000000e+00,5.9686002767e-01,6.0651049641e-01,2.7399737744e-01
1.9150000000e+00,5.9746667516e-01,6.0678445289e-01,2.7391557906e-01
1.9160000000e+00,5.9807359655e-01,6.0705832755e-01,2.7383372202e-01
1.9170000000e+00,5.9868079178e-01,6.0733212032e-01,2.7375180635e-01
1.9180000000e+00,5.9928826077e-01,6.0760583114e-01,2.7366983208e-01
1.9190000000e+00,5.9989600342e-01,6.0787945996e-01,2.7358779924e-01
1.9200000000e+00,6.0050401966e-01,6.0815300672e-01,2.7350570787e-01
1.9210000000e+00,6.0111230940e-01,6.0842647136e-01,2.7342355798e-01
1.9220000000e+00,6.0172087257e-01,6.0869985382e-01,2.7334134961e-01
1.9230000000e+00,6.0232970908e-01,6.0897315404e-01,2.7325908279e-01
1.9240000000e+00,6.0293881885e-01,6.0924637196e-01,2.7317675756e-01
1.9250000000e+00,6.0354820180e-01,6.0951950753e-01,2.7309437393e-01
1.9260000000e+00,6.0415785784e-01,6.0979256069e-01,2.7301193195e-01
1.9270000000e+00,6.0476778689e-01,6.1006553138e-01,2.7292943164e-01
1.9280000000e+00,6.0537798888e-01,6.1033841953e-01,2.7284687303e-01
1.9290000000e+00,6.0598846371e-01,6.1061122510e-01,2.7276425616e-01
1.9300000000e+00,6.0659921130e-01,6.1088394803e-01,2.7268158105e-01
1.9310000000e+00,6.0721023157e-01,6.1115658825e-01,2.7259884773e-01
1.9320000000e+00,6.0782152445e-01,6.1142914570e-01,2.7251605625e-01
1.9330000000e+00,6.0843308984e-01,6.1170162034e-01,2.7243320662e-01
1.9340000000e+00,6.0904492766e-01,6.1197401210e-01,2.7235029888e-01
1.9350000000e+00,6.0965703783e-01,6.1224632092e-01,2.7226733306e-01
1.9360000000e+00,6.1026942028e-01,6.1251854674e-01,2.7218430920e-01
1.9370000000e+00,6.1088207490e-01,6.1279068952e-01,2.7210122731e-01
1.9380000000e+00,6.1149500163e-01,6.1306274918e-01,2.7201808744e-01
1.9390000000e+00,6.1210820037e-01,6.1333472567e-01,2.7193488962e-01
1.9400000000e+00,6.1272167105e-01,6.1360661894e-01,2.7185163388e-01
1.9410000000e+00,6.1333541358e-01,6.1387842892e-01,2.7176832025e-01
1.9420000000e+00,6.1394942788e-01,6.1415015556e-01,2.7168494875e-01
1.9430000000e+00,6.1456371386e-01,6.1442179880e-01,2.7160151944e-01
1.9440000000e+00,6.1517827145e-01,6.1469335858e-01,2.7151803233e-01
1.9450000000e+00,6.1579310055e-01,6.1496483484e-01,2.7143448745e-01
1.9460000000e+00,6.1640820109e-01,6.1523622753e-01,2.7135088485e-01
1.9470000000e+00,6.1702357298e-01,6.1550753659e-01,2.7126722455e-01
1.9480000000e+00,6.1763921614e-01,6.1577876196e-01,2.7118350659e-01
1.9490000000e+00,6.1825513048e-01,6.1604990359e-01,2.7109973100e-01
1.9500000000e+00,6.1887131592e-01,6.1632096141e-01,2.7101589780e-01
1.9510000000e+00,6.1948777237e-01,6.1659193536e-01,2.7093200704e-01
1.9520000000e+00,6.2010449976e-01,6.1686282540e-01,2.7084805875e-01
1.9530000000e+00,6.2072149799e-01,6.1713363146e-01,2.7076405295e-01
1.9540000000e+00,6.2133876699e-01,6.1740435349e-01,2.7067998969e-01
1.9550000000e+00,6.2195630667e-01,6.1767499142e-01,2.7059586899e-01
1.9560000000e+00,6.2257411695e-01,6.1794554521e-01,2.7051169089e-01
1.9570000000e+00,6.2319219774e-01,6.1821601479e-01,2.7042745543e-01
1.9580000000e+00,6.2381054895e-01,6.1848640010e-01,2.7034316263e-01
1.9590000000e+00,6.2442917051e-01,6.1875670109e-01,2.7025881252e-01
1.9600000000e+00,6.2504806232e-01,6.1902691771e-01,2.7017440515e-01
1.9610000000e+00,6.2566722432e-01,6.1929704988e-01,2.7008994054e-01
1.9620000000e+00,6.2628665640e-01,6.1956709757e-01,2.7000541874e-01
1.9630000000e+00,6.2690635848e-01,6.1983706070e-01,2.6992083977e-01
1.9640000000e+00,6.2752633049e-01,6.2010693923e-01,2.6983620366e-01
1.9650000000e+00,6.2814657233e-01,6.2037673309e-01,2.6975151045e-01
1.9660000000e+00,6.2876708393e-01,6.2064644223e-01,2.6966676018e-01
1.9670000000e+00,6.2938786519e-01,6.2091606659e-01,2.6958195288e-01
1.9680000000e+00,6.3000891603e-01,6.2118560612e-01,2.6949708859e-01
1.9690000000e+00,6.3063023637e-01,6.2145506075e-01,2.6941216733e-01
1.9700000000e+00,6.3125182613e-01,6.2172443043e-01,2.6932718914e-01
1.9710000000e+00,6.3187368521e-01,6.2199371511e-01,2.6924215406e-01
1.9720000000e+00,6.3249581353e-01,6.2226291472e-01,2.6915706212e-01
1.9730000000e+00,6.3311821101e-01,6.2253202921e-01,2.6907191335e-01
1.9740000000e+00,6.3374087756e-01,6.2280105853e-01,2.6898670780e-01
1.9750000000e+00,6.3436381310e-01,6.2307000261e-01,2.6890144549e-01
1.9760000000e+00,6.3498701753e-01,6.2333886140e-01,2.6881612647e-01
1.9770000000e+00,6.3561049079e-01,6.2360763484e-01,2.6873075075e-01
1.9780000000e+00,6.3623423278e-01,6.2387632288e-01,2.6864531839e-01
1.9790000000e+00,6.3685824341e-01,6.2414492546e-01,2.6855982942e-01
1.9800000000e+00,6.3748252260e-01,6.2441344252e-01,2.6847428386e-01
1.9810000000e+00,6.3810707026e-01,6.2468187401e-01,2.6838868177e-01
1.9820000000e+00,6.3873188632e-01,6.2495021987e-01,2.6830302316e-01
1.9830000000e+00,6.3935697067e-01,6.2521848004e-01,2.6821730808e-01
1.9840000000e+00,6.3998232325e-01,6.2548665447e-01,2.6813153657e-01
1.9850000000e+00,6.4060794395e-01,6.2575474309e-01,2.6804570865e-01
1.9860000000e+00,6.4123383271e-01,6.2602274586e-01,2.6795982437e-01
1.9870000000e+00,6.4185998942e-01,6.2629066272e-01,2.6787388376e-01
1.9880000000e+00,6.4248641400e-01,6.2655849361e-01,2.6778788685e-01
1.9890000000e+00,6.4311310638e-01,6.2682623848e-01,2.6770183369e-01
1.9900000000e+00,6.4374006645e-01,6.2709389726e-01,2.6761572431e-01
1.9910000000e+00,6.4436729414e-01,6.2736146991e-01,2.6752955874e-01
1.9920000000e+00,6.4499478936e-01,6.2762895636e-01,2.6744333702e-01
1.9930000000e+00,6.4562255203e-01,6.2789635656e-01,2.6735705919e-01
1.9940000000e+00,6.4625058205e-01,6.2816367046e-01,2.6727072529e-01
1.9950000000e+00,6.4687887934e-01,6.2843089800e-01,2.6718433534e-01
1.9960000000e+00,6.4750744381e-01,6.2869803911e-01,2.6709788939e-01
1.9970000000e+00,6.4813627539e-01,6.2896509376e-01,2.6701138748e-01
1.9980000000e+00,6.4876537397e-01,6.2923206187e-01,2.6692482964e-01
1.9990000000e+00,6.4939473948e-01,6.2949894340e-01,2.6683821591e-01
2.0000000000e+00,6.5002437183e-01,6.2976573828e-01,2.6675154632e-01
2.0010000000e+00,6.5065427093e-01,6.3003244647e-01,2.6666482091e-01
2.0020000000e+00,6.5128443669e-01,6.3029906791e-01,2.6657803973e-01
2.0030000000e+00,6.5191486904e-01,6.3056560253e-01,2.6649120280e-01
2.0040000000e+00,6.5254556787e-01,6.3083205029e-01,2.6640431016e-01
2.0050000000e+00,6.5317653311e-01,6.3109841113e-01,2.6631736186e-01
2.0060000000e+00,6.5380776466e-01,6.3136468500e-01,2.6623035792e-01
2.0070000000e+00,6.5443926245e-01,6.3163087183e-01,2.6614329840e-01
2.0080000000e+00,6.5507102638e-01,6.3189697158e-01,2.6605618331e-01
2.0090000000e+00,6.5570305636e-01,6.3216298418e-01,2.6596901271e-01
2.0100000000e+00,6.5633535232e-01,6.3242890958e-01,2.6588178663e-01
2.0110000000e+00,6.5696791415e-01,6.3269474773e-01,2.6579450511e-01
2.0120000000e+00,6.5760074178e-01,6.3296049857e-01,2.6570716818e-01
2.0130000000e+00,6.5823383512e-01,6.3322616205e-01,2.6561977589e-01
2.0140000000e+00,6.5886719408e-01,6.3349173811e-01,2.6553232827e-01
2.0150000000e+00,6.5950081857e-01,6.3375722669e-01,2.6544482536e-01
2.0160000000e+00,6.6013470850e-01,6.3402262774e-01,2.6535726720e-01
2.0170000000e+00,6.6076886380e-01,6.3428794121e-01,2.6526965383e-01
2.0180000000e+00,6.6140328436e-01,6.3455316703e-01,2.6518198529e-01
2.0190000000e+00,6.6203797010e-01,6.3481830516e-01,2.6509426161e-01
2.0200000000e+00,6.6267292094e-01,6.3508335553e-01,2.6500648283e-01
2.0210000000e+00,6.6330813678e-01,6.3534831810e-01,2.6491864900e-01
2.0220000000e+00,6.6394361754e-01,6.3561319281e-01,2.6483076015e-01
2.0230000000e+00,6.6457936314e-01,6.3587797961e-01,2.6474281632e-01
2.0240000000e+00,6.6521537347e-01,6.3614267843e-01,2.6465481755e-01
2.0250000000e+00,6.6585164847e-01,6.3640728922e-01,2.6456676388e-01
2.0260000000e+00,6.6648818802e-01,6.3667181194e-01,2.6447865535e-01
2.0270000000e+00,6.6712499206e-01,6.3693624652e-01,2.6439049200e-01
2.0280000000e+00,6.6776206049e-01,6.3720059290e-01,2.6430227386e-01
2.0290000000e+00,6.6839939322e-01,6.3746485105e-01,2.6421400098e-01
2.0300000000e+00,6.6903699016e-01,6.3772902089e-01,2.6412567339e-01
2.0310000000e+00,6.6967485123e-01,6.3799310237e-01,2.6403729115e-01
2.0320000000e+00,6.7031297634e-01,6.3825709545e-01,2.6394885427e-01
2.0330000000e+00,6.7095136539e-01,6.3852100006e-01,2.6386036282e-01
2.0340000000e+00,6.7159001831e-01,6.3878481616e-01,2.6377181682e-01
2.0350000000e+00,6.7222893499e-01,6.3904854368e-01,2.6368321631e-01
2.0360000000e+00,6.7286811536e-01,6.3931218257e-01,2.6359456134e-01
2.0370000000e+00,6.7350755933e-01,6.3957573278e-01,2.6350585195e-01
2.0380000000e+00,6.7414726680e-01,6.3983919426e-01,2.6341708817e-01
2.0390000000e+00,6.7478723769e-01,6.4010256694e-01,2.6332827005e-01
2.0400000000e+00,6.7542747190e-01,6.4036585078e-01,2.6323939763e-01
2.0410000000e+00,6.7606796936e-01,6.4062904572e-01,2.6315047095e-01
2.0420000000e+00,6.7670872997e-01,6.4089215170e-01,2.6306149004e-01
2.0430000000e+00,6.7734975363e-01,6.4115516868e-01,2.6297245495e-01
2.0440000000e+00,6.7799104027e-01,6.4141809660e-01,2.6288336572e-01
2.0450000000e+00,6.7863258980e-01,6.4168093540e-01,2.6279422240e-01
2.0460000000e+00,6.7927440211e-01,6.4194368502e-01,2.6270502501e-01
2.0470000000e+00,6.7991647714e-01,6.4220634543e-01,2.6261577361e-01
2.0480000000e+00,6.8055881478e-01,6.4246891655e-01,2.6252646824e-01
2.0490000000e+00,6.8120141494e-01,6.4273139835e-01,2.6243710893e-01
2.0500000000e+00,6.8184427754e-01,6.4299379075e-01,2.6234769572e-01
2.0510000000e+00,6.8248740249e-01,6.4325609372e-01,2.6225822866e-01
2.0520000000e+00,6.8313078970e-01,6.4351830719e-01,2.6216870780e-01
2.0530000000e+00,6.8377443908e-01,6.4378043112e-01,2.6207913316e-01
2.0540000000e+00,6.8441835053e-01,6.4404246544e-01,2.6198950480e-01
2.0550000000e+00,6.8506252398e-01,6.4430441011e-01,2.6189982275e-01
2.0560000000e+00,6.8570695932e-01,6.4456626507e-01,2.6181008706e-01
2.0570000000e+00,6.8635165648e-01,6.4482803026e-01,2.6172029777e-01
2.0580000000e+00,6.8699661535e-01,6.4508970565e-01,2.6163045491e-01
2.0590000000e+00,6.8764183586e-01,6.4535129116e-01,2.6154055854e-01
2.0600000000e+00,6.8828731791e-01,6.4561278674e-01,2.6145060870e-01
2.0610000000e+00,6.8893306140e-01,6.4587419236e-01,2.6136060542e-01
2.0620000000e+00,6.8957906626e-01,6.4613550794e-01,2.6127054875e-01
2.0630000000e+00,6.9022533239e-01,6.4639673344e-01,2.6118043873e-01
2.0640000000e+00,6.9087185970e-01,6.4665786880e-01,2.6109027541e-01
2.0650000000e+00,6.9151864810e-01,6.4691891397e-01,2.6100005882e-01
2.0660000000e+00,6.9216569750e-01,6.4717986890e-01,2.6090978902e-01
2.0670000000e+00,6.9281300780e-01,6.4744073353e-01,2.6081946603e-01
2.0680000000e+00,6.9346057893e-01,6.4770150781e-01,2.6072908991e-01
2.0690000000e+00,6.9410841079e-01,6.4796219169e-01,2.6063866070e-01
2.0700000000e+00,6.9475650329e-01,6.4822278512e-01,2.6054817844e-01
2.0710000000e+00,6.9540485633e-01,6.4848328803e-01,2.6045764317e-01
2.0720000000e+00,6.9605346983e-01,6.4874370038e-01,2.6036705494e-01
2.0730000000e+00,6.9670234370e-01,6.4900402212e-01,2.6027641379e-01
2.0740000000e+00,6.9735147785e-01,6.4926425319e-01,2.6018571977e-01
2.0750000000e+00,6.9800087218e-01,6.4952439355e-01,2.6009497291e-01
2.0760000000e+00,6.9865052660e-01,6.4978444312e-01,2.6000417327e-01
2.0770000000e+00,6.9930044103e-01,6.5004440187e-01,2.5991332087e-01
2.0780000000e+00,6.9995061538e-01,6.5030426975e-01,2.5982241578e-01
2.0790000000e+00,7.0060104954e-01,6.5056404669e-01,2.5973145803e-01
2.0800000000e+00,7.0125174344e-01,6.5082373265e-01,2.5964044766e-01
2.0810000000e+00,7.0190269698e-01,6.5108332757e-01,2.5954938473e-01
2.0820000000e+00,7.0255391006e-01,6.5134283140e-01,2.5945826927e-01
2.0830000000e+00,7.0320538261e-01,6.5160224409e-01,2.5936710132e-01
2.0840000000e+00,7.0385711452e-01,6.5186156558e-01,2.5927588094e-01
2.0850000000e+00,7.0450910571e-01,6.5212079583e-01,2.5918460816e-01
2.0860000000e+00,7.0516135608e-01,6.5237993478e-01,2.5909328304e-01
2.0870000000e+00,7.0581386555e-01,6.5263898238e-01,2.5900190561e-01
2.0880000000e+00,7.0646663402e-01,6.5289793858e-01,2.5891047592e-01
2.0890000000e+00,7.0711966140e-01,6.5315680331e-01,2.5881899401e-01
2.0900000000e+00,7.0777294759e-01,6.5341557655e-01,2.5872745993e-01
2.0910000000e+00,7.0842649252e-01,6.5367425822e-01,2.5863587373e-01
2.0920000000e+00,7.0908029608e-01,6.5393284828e-01,2.5854423544e-01
2.0930000000e+00,7.0973435818e-01,6.5419134667e-01,2.5845254512e-01
2.0940000000e+00,7.1038867874e-01,6.5444975335e-01,2.5836080280e-01
2.0950000000e+00,7.1104325766e-01,6.5470806826e-01,2.5826900854e-01
2.0960000000e+00,7.1169809485e-01,6.5496629135e-01,2.5817716238e-01
2.0970000000e+00,7.1235319021e-01,6.5522442257e-01,2.5808526436e-01
2.0980000000e+00,7.1300854366e-01,6.5548246186e-01,2.5799331454e-01
2.0990000000e+00,7.1366415511e-01,6.5574040918e-01,2.5790131294e-01
2.1000000000e+00,7.1432002445e-01,6.5599826447e-01,2.5780925963e-01
2.1010000000e+00,7.1497615160e-01,6.5625602768e-01,2.5771715464e-01
2.1020000000e+00,7.1563253647e-01,6.5651369876e-01,2.5762499802e-01
2.1030000000e+00,7.1628917897e-01,6.5677127766e-01,2.5753278983e-01
2.1040000000e+00,7.1694607900e-01,6.5702876432e-01,2.5744053009e-01
2.1050000000e+00,7.1760323647e-01,6.5728615870e-01,2.5734821886e-01
2.1060000000e+00,7.1826065129e-01,6.5754346074e-01,2.5725585619e-01
2.1070000000e+00,7.1891832336e-01,6.5780067040e-01,2.5716344212e-01
2.1080000000e+00,7.1957625260e-01,6.5805778761e-01,2.5707097669e-01
2.1090000000e+00,7.2023443890e-01,6.5831481233e-01,2.5697845996e-01
2.1100000000e+00,7.2089288219e-01,6.5857174451e-01,2.5688589197e-01
2.1110000000e+00,7.2155158236e-01,6.5882858410e-01,2.5679327277e-01
2.1120000000e+00,7.2221053933e-01,6.5908533104e-01,2.5670060240e-01
2.1130000000e+00,7.2286975299e-01,6.5934198529e-01,2.5660788090e-01
2.1140000000e+00,7.2352922327e-01,6.5959854679e-01,2.5651510834e-01
2.1150000000e+00,7.2418895006e-01,6.5985501549e-01,2.5642228474e-01
2.1160000000e+00,7.2484893327e-01,6.6011139134e-01,2.5632941017e-01
2.1170000000e+00,7.2550917281e-01,6.6036767429e-01,2.5623648466e-01
2.1180000000e+00,7.2616966858e-01,6.6062386429e-01,2.5614350826e-01
2.1190000000e+00,7.2683042050e-01,6.6087996129e-01,2.5605048103e-01
2.1200000000e+00,7.2749142848e-01,6.6113596524e-01,2.5595740300e-01
2.1210000000e+00,7.2815269240e-01,6.6139187608e-01,2.5586427423e-01
2.1220000000e+00,7.2881421220e-01,6.6164769377e-01,2.5577109476e-01
2.1230000000e+00,7.2947598776e-01,6.6190341825e-01,2.5567786463e-01
2.1240000000e+00,7.3013801900e-01,6.6215904948e-01,2.5558458391e-01
2.1250000000e+00,7.3080030583e-01,6.6241458740e-01,2.5549125263e-01
2.1260000000e+00,7.3146284815e-01,6.6267003197e-01,2.5539787084e-01
2.1270000000e+00,7.3212564586e-01,6.6292538313e-01,2.5530443859e-01
2.1280000000e+00,7.3278869888e-01,6.6318064083e-01,2.5521095593e-01
2.1290000000e+00,7.3345200711e-01,6.6343580502e-01,2.5511742290e-01
2.1300000000e+00,7.3411557046e-01,6.6369087566e-01,2.5502383956e-01
2.1310000000e+00,7.3477938883e-01,6.6394585269e-01,2.5493020595e-01
2.1320000000e+00,7.3544346213e-01,6.6420073605e-01,2.5483652211e-01
2.1330000000e+00,7.3610779027e-01,6.6445552571e-01,2.5474278811e-01
2.1340000000e+00,7.3677237315e-01,6.6471022161e-01,2.5464900398e-01
2.1350000000e+00,7.3743721068e-01,6.6496482370e-01,2.5455516977e-01
2.1360000000e+00,7.3810230277e-01,6.6521933194e-01,2.5446128554e-01
2.1370000000e+00,7.3876764932e-01,6.6547374626e-01,2.5436735133e-01
2.1380000000e+00,7.3943325023e-01,6.6572806662e-01,2.5427336719e-01
2.1390000000e+00,7.4009910542e-01,6.6598229298e-01,2.5417933316e-01
2.1400000000e+00,7.4076521479e-01,6.6623642527e-01,2.5408524930e-01
2.1410000000e+00,7.4143157824e-01,6.6649046346e-01,2.5399111566e-01
2.1420000000e+00,7.4209819568e-01,6.6674440749e-01,2.5389693229e-01
2.1430000000e+00,7.4276506702e-01,6.6699825731e-01,2.5380269922e-01
2.1440000000e+00,7.4343219216e-01,6.6725201287e-01,2.5370841652e-01
2.1450000000e+00,7.4409957102e-01,6.6750567412e-01,2.5361408424e-01
2.1460000000e+00,7.4476720348e-01,6.6775924102e-01,2.5351970241e-01
2.1470000000e+00,7.4543508947e-01,6.6801271351e-01,2.5342527109e-01
